mdb.load (0) cost time: 268.613284ms
mdb.load (1) cost time: 268.666083ms
mdb.load (3) cost time: 268.609453ms
mdb.load success.
mdb.load (2) cost time: 268.637035ms
2014/09/29 10:28:11 [I] - load player
2014/09/29 10:28:11 [I] - load player
2014/09/29 10:28:11 [I] - load player
2014/09/29 10:28:11 [I] - load player
2014/09/29 10:28:11 [I] - load player_arena
2014/09/29 10:28:11 [I] - load player_arena
2014/09/29 10:28:11 [I] - load player_arena
2014/09/29 10:28:11 [I] - load player_arena
2014/09/29 10:28:11 [I] - load player_arena_record
2014/09/29 10:28:11 [I] - load player_arena_record
2014/09/29 10:28:11 [I] - load player_arena_record
2014/09/29 10:28:11 [I] - load player_arena_record
2014/09/29 10:28:11 [I] - load player_battle_pet
2014/09/29 10:28:11 [I] - load player_battle_pet
2014/09/29 10:28:11 [I] - load player_battle_pet
2014/09/29 10:28:11 [I] - load player_battle_pet
2014/09/29 10:28:11 [I] - load player_battle_pet_config
2014/09/29 10:28:11 [I] - load player_battle_pet_config
2014/09/29 10:28:11 [I] - load player_battle_pet_config
2014/09/29 10:28:11 [I] - load player_battle_pet_config
2014/09/29 10:28:11 [I] - load player_chest_state
2014/09/29 10:28:11 [I] - load player_chest_state
2014/09/29 10:28:11 [I] - load player_chest_state
2014/09/29 10:28:11 [I] - load player_chest_state
2014/09/29 10:28:11 [I] - load player_coins
2014/09/29 10:28:11 [I] - load player_coins
2014/09/29 10:28:11 [I] - load player_coins
2014/09/29 10:28:11 [I] - load player_coins
2014/09/29 10:28:11 [I] - load player_daily_quest
2014/09/29 10:28:11 [I] - load player_daily_quest
2014/09/29 10:28:11 [I] - load player_daily_quest
2014/09/29 10:28:11 [I] - load player_daily_quest
2014/09/29 10:28:11 [I] - load player_daily_sign_in_record
2014/09/29 10:28:11 [I] - load player_daily_sign_in_record
2014/09/29 10:28:11 [I] - load player_daily_sign_in_record
2014/09/29 10:28:11 [I] - load player_daily_sign_in_record
2014/09/29 10:28:11 [I] - load player_daily_sign_in_state
2014/09/29 10:28:11 [I] - load player_daily_sign_in_state
2014/09/29 10:28:11 [I] - load player_daily_sign_in_state
2014/09/29 10:28:11 [I] - load player_daily_sign_in_state
2014/09/29 10:28:11 [I] - load player_equipment
2014/09/29 10:28:11 [I] - load player_equipment
2014/09/29 10:28:11 [I] - load player_equipment
2014/09/29 10:28:11 [I] - load player_equipment
2014/09/29 10:28:11 [I] - load player_events_fight_power
2014/09/29 10:28:11 [I] - load player_events_fight_power
2014/09/29 10:28:11 [I] - load player_events_fight_power
2014/09/29 10:28:11 [I] - load player_events_fight_power
2014/09/29 10:28:11 [I] - load player_extend_level
2014/09/29 10:28:11 [I] - load player_extend_level
2014/09/29 10:28:11 [I] - load player_extend_level
2014/09/29 10:28:11 [I] - load player_extend_level
2014/09/29 10:28:11 [I] - load player_fashion
2014/09/29 10:28:11 [I] - load player_fashion
2014/09/29 10:28:11 [I] - load player_fashion
2014/09/29 10:28:11 [I] - load player_fashion
2014/09/29 10:28:11 [I] - load player_fashion_state
2014/09/29 10:28:11 [I] - load player_fashion_state
2014/09/29 10:28:11 [I] - load player_fashion_state
2014/09/29 10:28:11 [I] - load player_fashion_state
2014/09/29 10:28:11 [I] - load player_fight_num
2014/09/29 10:28:11 [I] - load player_fight_num
2014/09/29 10:28:11 [I] - load player_fight_num
2014/09/29 10:28:11 [I] - load player_fight_num
2014/09/29 10:28:11 [I] - load player_formation
2014/09/29 10:28:11 [I] - load player_formation
2014/09/29 10:28:11 [I] - load player_formation
2014/09/29 10:28:11 [I] - load player_formation
2014/09/29 10:28:11 [I] - load player_func_key
2014/09/29 10:28:11 [I] - load player_func_key
2014/09/29 10:28:11 [I] - load player_func_key
2014/09/29 10:28:11 [I] - load player_func_key
2014/09/29 10:28:11 [I] - load player_ghost
2014/09/29 10:28:11 [I] - load player_ghost
2014/09/29 10:28:11 [I] - load player_ghost
2014/09/29 10:28:11 [I] - load player_ghost
2014/09/29 10:28:12 [I] - load player_ghost_equipment
2014/09/29 10:28:12 [I] - load player_ghost_equipment
2014/09/29 10:28:12 [I] - load player_ghost_equipment
2014/09/29 10:28:12 [I] - load player_ghost_equipment
2014/09/29 10:28:12 [I] - load player_ghost_state
2014/09/29 10:28:12 [I] - load player_ghost_state
2014/09/29 10:28:12 [I] - load player_ghost_state
2014/09/29 10:28:12 [I] - load player_ghost_state
2014/09/29 10:28:12 [I] - load player_ghost_umbra
2014/09/29 10:28:12 [I] - load player_ghost_umbra
2014/09/29 10:28:12 [I] - load player_ghost_umbra
2014/09/29 10:28:12 [I] - load player_ghost_umbra
2014/09/29 10:28:12 [I] - load player_hard_level
2014/09/29 10:28:12 [I] - load player_hard_level
2014/09/29 10:28:12 [I] - load player_hard_level
2014/09/29 10:28:12 [I] - load player_hard_level
2014/09/29 10:28:12 [I] - load player_hard_level_record
2014/09/29 10:28:12 [I] - load player_hard_level_record
2014/09/29 10:28:12 [I] - load player_hard_level_record
2014/09/29 10:28:12 [I] - load player_hard_level_record
2014/09/29 10:28:12 [I] - load player_hard_level_state
2014/09/29 10:28:12 [I] - load player_hard_level_state
2014/09/29 10:28:12 [I] - load player_hard_level_state
2014/09/29 10:28:12 [I] - load player_hard_level_state
2014/09/29 10:28:12 [I] - load player_heart
2014/09/29 10:28:12 [I] - load player_heart
2014/09/29 10:28:12 [I] - load player_heart
2014/09/29 10:28:12 [I] - load player_heart
2014/09/29 10:28:12 [I] - load player_heart_draw
2014/09/29 10:28:12 [I] - load player_heart_draw
2014/09/29 10:28:12 [I] - load player_heart_draw
2014/09/29 10:28:12 [I] - load player_heart_draw
2014/09/29 10:28:12 [I] - load player_heart_draw_card_record
2014/09/29 10:28:12 [I] - load player_heart_draw_card_record
2014/09/29 10:28:12 [I] - load player_heart_draw_card_record
2014/09/29 10:28:12 [I] - load player_heart_draw_card_record
2014/09/29 10:28:12 [I] - load player_heart_draw_wheel_record
